author,book_title,genre,pages_amt,price,publish_date,rating_avg,ratings_amt,reviews_amt
Olivia Hawker,"One for the Blackbird, One for the Crow",historical-fiction,493 pages,"Kindle Unlimited
",October 8th 2019,4.27,8937,959
Marie Benedict,Carnegie's Maid,historical-fiction,283 pages,"Kindle Unlimited
",January 16th 2018,3.79,19148,2340
Hilary Mantel,The Mirror & the Light,historical-fiction,784 pages,Amazon,March 10th 2020,4.52,5454,987
Cassandra Clare,Chain of Gold,historical-fiction,624 pages,"Kindle Store
$12.99
",March 3rd 2020,4.52,20214,4332
Amy Sue Nathan,The Last Bathing Beauty,historical-fiction,304 pages,"Kindle Unlimited
",April 1st 2020,3.93,4631,382
Min Jin Lee,Pachinko,historical-fiction,496 pages,Kobo,February 7th 2017,4.27,173845,17984
Fiona Valpy,Sea of Memories,historical-fiction,273 pages,Amazon,March 1st 2018,4.37,30113,1748
Etaf Rum,A Woman Is No Man,historical-fiction,336 pages,"Kindle Store
$11.99
",March 5th 2019,4.24,49782,6155
"Fiona Valpy,Henrietta Meire",The Beekeeper's Promise,historical-fiction,8 pages,"Kindle Unlimited
",May 16th 2018,4.30,25998,1439
Amy Harmon,What the Wind Knows,historical-fiction,411 pages,"Kindle Unlimited
",March 1st 2019,4.35,47058,4611
Rhys Bowen,The Victory Garden,historical-fiction,368 pages,Amazon,February 12th 2019,4.15,19792,1433
Diane Chamberlain,Big Lies in a Small Town,historical-fiction,391 pages,"Kindle Store
$14.99
",January 14th 2020,4.14,20855,2614
Kiera Cass,The Betrothed,historical-fiction,400 pages,Amazon,May 5th 2020,3.19,1219,478
"Isabel Allende,Isabel Allende",A Long Petal of the Sea,historical-fiction,336 pages,Kobo,January 21st 2020,4.13,15682,2245
Stuart Turton,The 7½ Deaths of Evelyn Hardcastle,historical-fiction,432 pages,Amazon UK,September 18th 2018,3.90,99426,17370
Lisa Wingate,The Book of Lost Friends,historical-fiction,352 pages,"Kindle Store
$4.99
",April 7th 2020,4.28,3350,779
Mark T. Sullivan,Beneath a Scarlet Sky,historical-fiction,513 pages,Amazon IN,May 1st 2017,4.41,217141,16992
Heather   Morris,Cilka's Journey,historical-fiction,352 pages,Amazon,October 1st 2019,4.40,38846,4369
Sue Monk Kidd,The Book of Longings,historical-fiction,432 pages,"Kindle Store
$14.99
",April 21st 2020,4.26,1878,439
Amor Towles,A Gentleman in Moscow,historical-fiction,496 pages,Amazon,March 26th 2019,4.35,247965,31187
Kristin Hannah,The Great Alone,historical-fiction,435 pages,Amazon,February 6th 2018,4.33,326484,33703
Kim Michele Richardson,The Book Woman of Troublesome Creek,historical-fiction,308 pages,Amazon UK,May 7th 2019,4.24,35169,6166
Alice Hoffman,Everything My Mother Taught Me,historical-fiction,28 pages,Amazon,December 19th 2019,4.02,7354,643
Amanda Quick,Close Up,historical-fiction,304 pages,Amazon,May 5th 2020,4.41,441,103
"Laila Ibrahim,Laila Ibrahim",Golden Poppies,historical-fiction,,"Kindle Store
$4.99
",June 1st 2020,4.18,291,34
Jess Lourey,Unspeakable Things,historical-fiction,,Kobo,January 1st 2020,3.91,27491,2168
Kate Quinn,The Alice Network,historical-fiction,503 pages,"Kindle Store
$11.99
",June 6th 2017,4.28,201677,18452
Kristin Hannah,The Nightingale,historical-fiction,440 pages,Amazon UK,February 3rd 2015,4.57,627965,59989
Colson Whitehead,The Nickel Boys,historical-fiction,224 pages,Amazon,July 16th 2019,4.25,71247,8491
Elizabeth Wetmore,Valentine,historical-fiction,320 pages,Amazon,March 31st 2020,3.87,7991,1394
Elizabeth Gilbert,City of Girls,historical-fiction,496 pages,"Kindle Store
$11.99
",April 7th 2020,4.05,109135,11730
Fiona Valpy,The Dressmaker's Gift,historical-fiction,286 pages,"Kindle Unlimited
",October 1st 2019,4.24,36304,2156
Lisa Wingate,Before We Were Yours,historical-fiction,342 pages,"Kindle Store
$12.99
",June 6th 2017,4.37,323302,28520
Alka Joshi,The Henna Artist,historical-fiction,368 pages,Amazon,March 3rd 2020,4.36,1289,268
Amy Harmon,Where the Lost Wander,historical-fiction,348 pages,Kobo,April 28th 2020,4.54,1560,547
Madeline Miller,Circe,historical-fiction,393 pages,Amazon,April 10th 2018,4.28,266525,31829
Taylor Jenkins Reid,The Seven Husbands of Evelyn Hugo,historical-fiction,391 pages,"Kindle Store
$11.99
",June 13th 2017,4.33,162819,24561
"Taylor Jenkins Reid,Taylor Jenkins Reid",Daisy Jones & The Six,historical-fiction,355 pages,"Kindle Store
$12.99
",March 5th 2019,4.21,200700,30999
Jojo Moyes,The Giver of Stars,historical-fiction,400 pages,"Kindle Store
$13.99
",October 8th 2019,4.30,103769,11442
Heather   Morris,The Tattooist of Auschwitz,historical-fiction,262 pages,"Kindle Store
$11.99
",September 4th 2018,4.26,373744,29481
Ann Patchett,The Dutch House,historical-fiction,337 pages,Amazon CA,September 24th 2019,4.18,121502,14327
Delia Owens,Where the Crawdads Sing,historical-fiction,384 pages,Kobo,August 14th 2018,4.49,713578,68355
Jody Hedlund,With You Always,christian,359 pages,"Kindle Unlimited
",June 6th 2017,4.18,3033,460
Tracie Peterson,Beloved Hope,christian,336 pages,"Kindle Unlimited
",July 4th 2017,4.45,1368,139
"Ted Dekker,Rachelle Dekker",The Girl Behind the Red Rope,christian,336 pages,"Kindle Store
$12.57
",September 3rd 2019,3.76,1566,432
Tish Harrison Warren,Liturgy of the Ordinary: Sacred Practices in Everyday Life,christian,192 pages,"Kindle Store
$9.20
",November 1st 2016,4.36,6464,1005
Diane Moody,Beyond the Shadow of War,christian,530 pages,"Kindle Unlimited
",December 15th 2015,4.20,1592,98
Tracie Peterson,Cherished Mercy,christian,448 pages,"Kindle Unlimited
",September 5th 2017,4.51,1251,128
Lynette Eason,Oath of Honor,christian,363 pages,"Kindle Unlimited
",January 2nd 2018,4.25,2474,406
Tracie Peterson,Treasured Grace,christian,320 pages,"Kindle Unlimited
",February 28th 2017,4.20,2476,224
Joshua Becker,The More of Less: Finding the Life You Want Under Everything You Own,christian,240 pages,"Kindle Store
$12.99
",May 3rd 2016,3.79,8723,1013
"Miles Lane,Nicola Scott,Nicola Scott",Free Comic Book Day: Star Wars,graphic-novels,24 pages,"Kindle Store
$0.00
",2005,3.95,2976,80
"Jason Aaron,Ed McGuiness,Ed McGuinness,Sara Pichelli,David Marquez,Andrea Sorrentino","Avengers by Jason Aaron, Vol. 1: The Final Host",graphic-novels,160 pages,"Kindle Store
$5.14
",October 16th 2018,3.32,950,140
"Jeff Lemire,Dustin Nguyen,Steve Wands","Descender, Vol. 1: Tin Stars",graphic-novels,160 pages,"Kindle Store
$7.53
",September 24th 2015,4.09,14684,1465
"Kris Wilson,Rob DenBleyker,Dave McElfatrick",Cyanide  Happiness: Stab Factory,graphic-novels,192 pages,"Kindle Unlimited
",November 11th 2015,3.95,600,62
Kousuke Oono,極主夫道 2,graphic-novels,160 pages,Amazon,December 7th 2018,4.33,817,91
Kohei Horikoshi,僕のヒーローアカデミア 16 [Boku No Hero Academia 16],graphic-novels,192 pages,Amazon,November 2nd 2017,4.56,2600,168
Svetlana Chmakova,Brave,graphic-novels,248 pages,Amazon,May 23rd 2017,4.33,9485,957
"Carly Usdin,Nina Vakueva","Heavy Vinyl: Y2K-O!, Vol. 2",graphic-novels,112 pages,Amazon,March 25th 2020,4.02,115,25
"Ta-Nehisi Coates,Brian Stelfreeze,Joe Sabino,Manny Mederos,Rian Hughes,Jack Kirby,Laura   Martin","Black Panther: A Nation Under Our Feet, Book 1",graphic-novels,144 pages,"Kindle Unlimited
",September 13th 2016,3.76,10895,1139
"Max Brallier,Douglas Holgate",The Last Kids on Earth and the Nightmare King,graphic-novels,265 pages,"Kindle Store
$8.99
",September 26th 2017,4.44,1870,165
"Sholly Fisch,Lea Hernandez Seidman","Teen Titans Go! Vol. 1: Party, Party!",graphic-novels,128 pages,"Kindle Unlimited
",March 10th 2015,4.25,579,47
"Hajime Isayama,諫山 創",進撃の巨人 28 [Shingeki no Kyojin 28],graphic-novels,192 pages,Amazon,April 9th 2019,4.37,1182,103
"Charles M. Schulz,Mona Koth,Vicki Scott",Peanuts Vol. 5,graphic-novels,128 pages,"Kindle Unlimited
",April 14th 2015,4.54,220,3
Andrew Tsyaston,Emotions Explained with Buff Dudes: Owlturd Comix,graphic-novels,112 pages,"Kindle Store
$8.49
",October 16th 2018,4.38,730,142
"Kaiu Shirai,Posuka Demizu",約束のネバーランド 14 [Yakusoku no Neverland 14],graphic-novels,200 pages,Amazon,June 4th 2019,4.55,775,74
"Umi Sakurai,桜井 海",おじさまと猫 1,graphic-novels,153 pages,Amazon,February 22nd 2018,4.42,552,123
Emily Carroll,Beneath the Dead Oak Tree,graphic-novels,28 pages,Amazon,February 2018,4.46,269,45
"Scott Snyder,Greg Capullo",Batman: Last Knight on Earth,graphic-novels,180 pages,Amazon,April 7th 2020,3.57,529,94
"Gerry Conway,Ryan Stegman,Jody Houser,Sonia Oback,Nick Roche,Joe Caramagna,Nate Stockman,Scott Koblish,Eduard Petrovich","Amazing Spider-Man: Renew Your Vows, Vol. 1: Brawl in the Family",graphic-novels,120 pages,"Kindle Store
$9.99
",June 27th 2017,3.88,553,73
Rachel Renée Russell,Tales from a Not-So-Perfect Pet Sitter,graphic-novels,320 pages,"Kindle Store
$9.99
",October 20th 2015,4.33,6440,414
"Brian Azzarello,Lee Bermejo",Batman: Damned,graphic-novels,176 pages,"Kindle Store
$9.99
",September 10th 2019,3.11,1557,306
"Sina Grace,Siobhan Keenan,Cathy Le","Ghosted in L.A., Vol. 1",graphic-novels,112 pages,"Kindle Store
$10.50
",April 14th 2020,3.65,268,166
"Koyoharu Gotouge,吾峠呼世晴",鬼滅の刃 16 [Kimetsu no Yaiba 16],graphic-novels,192 pages,Amazon,July 4th 2019,4.64,618,28
"Simon Spurrier,Kev Walker","Star Wars: Doctor Aphra, Vol. 4: The Catastrophe Con",graphic-novels,152 pages,"Kindle Unlimited
",January 8th 2019,3.83,958,100
"Max Brallier,Douglas Holgate",The Last Kids on Earth and the Midnight Blade,graphic-novels,304 pages,"Kindle Store
$8.99
",September 17th 2019,4.58,640,55
"Kaiu Shirai,Posuka Demizu",約束のネバーランド 13 [Yakusoku no Neverland 13],graphic-novels,192 pages,Amazon,March 4th 2019,4.51,1027,84
"Sam Humphries,Jen Bartel,Triona Farrell","Blackbird, Vol. 1",graphic-novels,168 pages,"Kindle Store
$10.99
",May 14th 2019,3.67,2147,492
"Marjorie M. Liu,Mark  Brooks,Olivier Coipel,Dexter Vines,Sonia Oback,Joe Caramagna,Kamome Shirahama,Matt Milla",Star Wars: Han Solo,graphic-novels,120 pages,"Kindle Unlimited
",January 3rd 2017,3.89,2748,335
"Koyoharu Gotouge,吾峠呼世晴",鬼滅の刃 17 [Kimetsu no Yaiba 17],graphic-novels,192 pages,Amazon,October 4th 2019,4.66,561,26
Gene Luen Yang,Dragon Hoops,graphic-novels,448 pages,Amazon,March 17th 2020,4.56,560,191
Matthew Gray Gubler,"Rumple Buttercup: A Story of Bananas, Belonging, and Being Yourself",graphic-novels,136 pages,"Kindle Store
$8.99
",April 2nd 2019,4.54,1767,394
"Sweeney Boo,Lilian Klepakowsky","Eat, and Love Yourself",graphic-novels,160 pages,"Kindle Store
$10.44
",April 21st 2020,3.94,376,236
"Matthew Colville,Olivia Samson,Chris Northrop,Matthew Mercer,F. Avedon Arcadio Barrera II",Critical Role – Vox Machina: Origins,graphic-novels,160 pages,Amazon,May 31st 2018,4.34,2453,261
Charles M. Schulz,Peanuts Vol. 7,graphic-novels,112 pages,"Kindle Unlimited
",May 3rd 2016,4.44,221,3
"Hajime Isayama,諫山 創",進撃の巨人 29 [Shingeki no Kyojin 29],graphic-novels,192 pages,Amazon,August 9th 2019,4.41,944,76
Rachel Renée Russell,Tales from a Not-So-Happy Birthday,graphic-novels,304 pages,"Kindle Store
$9.99
",October 16th 2018,4.40,2466,186
"Gene Luen Yang,Gurihiru","Avatar: The Last Airbender: North and South, Part 1",graphic-novels,80 pages,Amazon,September 28th 2016,4.19,2954,141
"Brian Michael Bendis,Mark Waid,John Dell,Jim Cheung,Alan Davis,Justin Ponsor,Mark Farmer,Matt Hollingsworth",FCBD 2016: Civil War II #1,graphic-novels,23 pages,"Kindle Store
$0.00
",,3.99,1427,38
Hajime Isayama,進撃の巨人 30 [Shingeki no Kyojin 30],graphic-novels,192 pages,Amazon,December 9th 2019,4.54,588,57
Stjepan Šejić,Harleen (2019) #1,graphic-novels,64 pages,"Kindle Store
$7.99
",September 25th 2019,4.48,946,102
"Paru Itagaki,板垣巴留",BEASTARS 2,graphic-novels,190 pages,Amazon,April 7th 2017,4.32,1110,91
"Gene Luen Yang,Gurihiru","Avatar: The Last Airbender: Smoke and Shadow, Part 2",graphic-novels,76 pages,"Kindle Store
$2.99
",December 16th 2015,4.34,2246,131
"Tui T. Sutherland,Mike Holmes",The Dragonet Prophecy,graphic-novels,224 pages,"Kindle Store
$7.99
",January 2nd 2018,4.38,2778,264
Lincoln Peirce,"Big Nate: Thunka, Thunka, Thunka",graphic-novels,176 pages,"Kindle Store
$7.59
",March 1st 2016,4.48,1590,83
Charles M. Schulz,Peanuts Vol. 6,graphic-novels,112 pages,"Kindle Unlimited
",November 24th 2015,4.47,210,5
"Frank Gibson,Tyson Hesse",The Amazing World of Gumball Vol. 1,graphic-novels,128 pages,Amazon DE,June 2nd 2015,4.48,446,35
Lincoln Peirce,Big Nate Lives It Up,graphic-novels,224 pages,"Kindle Store
$9.99
",March 10th 2015,4.45,3739,181
"Kaiu Shirai,Posuka Demizu,白井カイウ,出水ぽすか",約束のネバーランド 2 [Yakusoku no Neverland 2],graphic-novels,187 pages,Amazon,February 3rd 2017,4.42,4376,331
"Jason Aaron,Kieron Gillen,Ángel Unzueta,Mike Mayhew,Leinil Francis Yu,Terry Dodson","Star Wars, Vol. 3: Rebel Jail",graphic-novels,142 pages,"Kindle Unlimited
",August 16th 2016,3.75,2714,253
"Jason Aaron,Jorge Molina,Mike Mayhew,Chris Eliopoulos","Star Wars, Vol. 4: Last Flight of the Harbinger",graphic-novels,152 pages,"Kindle Unlimited
",January 31st 2017,3.74,2173,218
"Koyoharu Gotouge,吾峠呼世晴",鬼滅の刃 9 [Kimetsu no Yaiba 9],graphic-novels,199 pages,Amazon,December 4th 2017,4.54,1115,60
"Brandon Sanderson,Rik Hoskin,Julius M. Gopez","White Sand, Volume 1",graphic-novels,160 pages,"Kindle Store
$11.70
",June 21st 2016,3.66,8607,979
"Julie Dachez,Mademoiselle Caroline",La Différence invisible,graphic-novels,197 pages,"Kindle Store
$17.99
",August 31st 2016,4.38,1124,215
"Kaiu Shirai,Posuka Demizu,白井カイウ,出水ぽすか",約束のネバーランド 7 [Yakusoku no Neverland 7],graphic-novels,192 pages,Amazon,January 4th 2018,4.42,2573,155
"Cassandra Clare,Cassandra Jean",A History of Notable Shadowhunters & Denizens of Downworld,graphic-novels,208 pages,Amazon,2016,4.51,4712,697
"Tui T. Sutherland,Mike Holmes",The Lost Heir,graphic-novels,224 pages,"Kindle Store
$7.99
",February 26th 2019,4.49,1364,122
"Kaiu Shirai,Posuka Demizu,白井カイウ,出水ぽすか",約束のネバーランド 8 [Yakusoku no Neverland 8],graphic-novels,192 pages,Amazon,April 4th 2018,4.54,2397,156
Maria Scrivan,Nat Enough,graphic-novels,240 pages,"Kindle Store
$7.99
",April 7th 2020,4.09,365,87
"Jesmyn Ward,Gina Triplett",Navigate Your Stars,graphic-novels,64 pages,"Kindle Store
$10.99
",April 7th 2020,4.20,314,54
"Jonathan Hickman,Pepe Larraz,R.B. Silva",House of X / Powers of X,graphic-novels,448 pages,"Kindle Store
$12.49
",December 11th 2019,4.50,1973,332
"Gale Galligan,Ann M. Martin",Kristy's Big Day,graphic-novels,160 pages,"Kindle Store
$6.99
",August 28th 2018,4.47,5697,281
"Gale Galligan,Ann M. Martin",Dawn and the Impossible Three,graphic-novels,150 pages,"Kindle Store
$6.99
",September 26th 2017,4.40,4750,305
"Satoru Yamaguchi,IMPERFECTLUCK,Google (translator on Rulate),Nami Hidaka,Shirley Yeung",My Next Life as a Villainess: All Routes Lead to Doom! Volume 1,graphic-novels,221 pages,"Kindle Store
$6.99
",November 17th 2018,4.22,893,67
Lincoln Peirce,Big Nate: A Good Old-Fashioned Wedgie,graphic-novels,176 pages,Amazon,August 29th 2017,4.05,8905,105
Debbie Tung,Happily Ever After & Everything In Between,graphic-novels,160 pages,"Kindle Store
$9.99
",June 2nd 2020,4.17,272,228
"Koyoharu Gotouge,吾峠呼世晴",鬼滅の刃 11 [Kimetsu no Yaiba 11],graphic-novels,192 pages,Amazon,June 4th 2018,4.58,907,41
Lincoln Peirce,Big Nate: Welcome to My World,graphic-novels,176 pages,"Kindle Store
$7.27
",September 15th 2015,4.48,1934,94
Lincoln Peirce,Big Nate Blasts Off,graphic-novels,224 pages,"Kindle Store
$9.99
",February 16th 2016,4.57,2863,141
Terri Libenson,Positively Izzy,graphic-novels,224 pages,"Kindle Store
$9.99
",May 1st 2018,4.04,5231,404
"Shannon Hale,LeUyen Pham,Jane Poole",Real Friends,graphic-novels,224 pages,"Kindle Store
$9.22
",May 2nd 2017,4.17,21002,2245
"Max Brallier,Douglas Holgate",The Last Kids on Earth,graphic-novels,240 pages,Amazon,October 13th 2015,4.21,6082,984
Terri Libenson,Just Jaime,graphic-novels,224 pages,Amazon IN,May 7th 2019,4.19,2805,302
"Michael Moreci,Sas Milledge,Phil Hester",The Lost Carnival: A Dick Grayson Graphic Novel,graphic-novels,208 pages,"Kindle Store
$12.99
",May 5th 2020,4.02,112,69
"Brian K. Vaughan,Cliff Chiang,Matt Wilson,Jared K. Fletcher","Paper Girls, Vol. 3",graphic-novels,128 pages,Amazon,August 8th 2017,4.08,13905,1395
Lincoln Peirce,Big Nate: Silent But Deadly,graphic-novels,176 pages,"Kindle Store
$5.44
",March 20th 2018,4.10,4984,82
Rachel Renée Russell,Tales from a Not-So-Secret Crush Catastrophe,graphic-novels,272 pages,Amazon,October 17th 2017,4.40,3694,252
"Gale Galligan,Braden Lamb,Ann M. Martin",Boy-Crazy Stacey,graphic-novels,165 pages,"Kindle Store
$6.99
",September 3rd 2019,4.34,2997,229
"Koyoharu Gotouge,吾峠呼世晴",鬼滅の刃 2 [Kimetsu no Yaiba 2],graphic-novels,197 pages,Amazon,August 4th 2016,4.38,1698,85
"Neil Gaiman,Chris Riddell",Art Matters,graphic-novels,112 pages,"Kindle Store
$12.99
",September 6th 2018,4.26,9343,1305
"Jennifer L. Holm,Matthew Holm",Sunny Rolls the Dice,graphic-novels,224 pages,"Kindle Store
$7.99
",October 1st 2019,4.10,2154,308
"Katy Farina,Ann M. Martin",Karen's Witch,graphic-novels,144 pages,"Kindle Store
$6.99
",December 26th 2019,4.18,2299,133
"Ari Folman,David Polonsky,Anne Frank",Anne Frank's Diary: The Graphic Adaptation,graphic-novels,151 pages,"Kindle Store
$14.99
",October 2nd 2018,4.42,7081,1111
Stjepan Šejić,Harleen,graphic-novels,208 pages,"Kindle Store
$18.26
",February 11th 2020,4.53,1814,399
"Kieron Gillen,Salvador Larroca,Edgar Delgado,Mike Norton,David Curiel,Max Fiumara,Dave    Stewart,Joe Caramagna","Star Wars: Darth Vader, Vol. 4: End of Games",graphic-novels,144 pages,"Kindle Unlimited
",December 6th 2016,4.19,3583,302
"Nick Spencer,Ryan Ottley,Cliff Rathburn",FCBD 2018: Amazing Spider-Man/Guardians of the Galaxy #1,graphic-novels,,"Kindle Store
$0.00
",May 5th 2018,3.95,2098,54
"Marjorie M. Liu,Sana Takeda","Monstress, Vol. 1: Awakening",graphic-novels,202 pages,"Kindle Store
$4.99
",July 19th 2016,3.95,42930,4979
Dav Pilkey,Dog Man: Fetch-22,graphic-novels,240 pages,Amazon CA,December 10th 2019,4.59,3202,172
Lucy Knisley,Stepping Stones,graphic-novels,224 pages,Amazon,May 5th 2020,3.98,222,69
Dav Pilkey,Dog Man: Brawl of the Wild,graphic-novels,224 pages,"Kindle Store
$5.99
",December 24th 2018,4.55,4827,277
"Koyoharu Gotouge,吾峠呼世晴",鬼滅の刃 1 [Kimetsu no Yaiba 1],graphic-novels,197 pages,Amazon,June 3rd 2016,4.49,5763,268
